	timestamp(CST)	stage(ft)
695	2016-09-12 09:15:11-05	1.05
696	2016-09-12 09:00:05-05	1.03
697	2016-09-12 08:45:04-05	1.04
698	2016-09-12 08:30:03-05	1.04
699	2016-09-12 08:15:01-05	1.04
700	2016-09-12 08:00:09-05	1.04
701	2016-09-12 07:45:08-05	1.04
702	2016-09-12 07:30:07-05	1.01
703	2016-09-12 07:15:06-05	1.0
704	2016-09-12 07:00:14-05	1.0
705	2016-09-12 06:45:13-05	1.0
706	2016-09-12 06:30:12-05	0.99
707	2016-09-12 06:15:10-05	1.0
708	2016-09-12 06:00:04-05	0.99
709	2016-09-12 05:45:03-05	1.0
710	2016-09-12 05:30:02-05	0.99
711	2016-09-12 05:15:01-05	1.0
712	2016-09-12 05:00:10-05	1.0
713	2016-09-12 04:45:08-05	0.99
714	2016-09-12 04:30:07-05	0.99
715	2016-09-12 04:15:06-05	1.0
716	2016-09-12 04:00:00-05	0.99
717	2016-09-12 03:45:13-05	1.0
718	2016-09-12 03:30:12-05	1.01
719	2016-09-12 03:15:11-05	1.02
720	2016-09-12 03:00:05-05	1.03
721	2016-09-12 02:45:04-05	1.04
722	2016-09-12 02:30:03-05	1.04
723	2016-09-12 02:15:01-05	1.04
724	2016-09-12 02:00:10-05	1.03
725	2016-09-12 01:45:09-05	1.02
726	2016-09-12 01:30:07-05	1.02
727	2016-09-12 01:15:06-05	1.02
728	2016-09-12 01:00:00-05	1.03
729	2016-09-12 00:45:14-05	1.03
730	2016-09-12 00:30:12-05	1.04
731	2016-09-12 00:15:11-05	1.04
732	2016-09-12 00:00:05-05	1.04
733	2016-09-11 23:45:04-05	1.03
734	2016-09-11 23:30:03-05	1.04
735	2016-09-11 23:15:02-05	1.02
736	2016-09-11 23:00:10-05	1.03
737	2016-09-11 22:45:09-05	1.02
738	2016-09-11 22:30:08-05	1.04
739	2016-09-11 22:15:07-05	1.03
740	2016-09-11 22:00:01-05	1.03
741	2016-09-11 21:45:14-05	1.03
742	2016-09-11 21:30:13-05	1.04
743	2016-09-11 21:15:12-05	1.03
744	2016-09-11 21:00:05-05	1.03
745	2016-09-11 20:45:04-05	1.04
746	2016-09-11 20:30:03-05	1.01
747	2016-09-11 20:15:02-05	1.01
748	2016-09-11 20:00:10-05	1.0
749	2016-09-11 19:45:09-05	0.99
750	2016-09-11 19:30:08-05	0.98
751	2016-09-11 19:15:07-05	0.96
752	2016-09-11 19:00:11-05	0.97
753	2016-09-11 18:45:10-05	0.99
754	2016-09-11 18:30:09-05	1.0
755	2016-09-11 18:15:08-05	1.01
756	2016-09-11 18:00:02-05	1.02
757	2016-09-11 17:45:01-05	1.02
758	2016-09-11 17:30:14-05	1.03
759	2016-09-11 17:15:13-05	1.04
760	2016-09-11 17:00:06-05	1.05
761	2016-09-11 16:45:05-05	1.06
762	2016-09-11 16:30:04-05	1.07
763	2016-09-11 16:15:03-05	1.08
764	2016-09-11 16:00:11-05	1.09
765	2016-09-11 15:45:10-05	1.11
766	2016-09-11 15:30:09-05	1.12
767	2016-09-11 15:15:07-05	1.14
768	2016-09-11 15:00:01-05	1.15
769	2016-09-11 14:45:00-05	1.16
770	2016-09-11 14:30:13-05	1.17
771	2016-09-11 14:15:12-05	1.19
772	2016-09-11 14:00:05-05	1.18
773	2016-09-11 13:45:04-05	1.18
774	2016-09-11 13:30:03-05	1.2
775	2016-09-11 13:15:02-05	1.2
776	2016-09-11 13:00:10-05	1.19
777	2016-09-11 12:45:09-05	1.21
778	2016-09-11 12:30:08-05	1.25
779	2016-09-11 12:15:06-05	1.23
780	2016-09-11 12:00:14-05	1.22
781	2016-09-11 11:45:13-05	1.26
782	2016-09-11 11:30:12-05	1.25
783	2016-09-11 11:15:10-05	1.26
784	2016-09-11 11:00:04-05	1.26
785	2016-09-11 10:45:03-05	1.27
786	2016-09-11 10:30:02-05	1.27
787	2016-09-11 10:15:01-05	1.29
788	2016-09-11 10:00:09-05	1.29
789	2016-09-11 09:45:08-05	1.29
790	2016-09-11 09:30:07-05	1.29
791	2016-09-11 09:15:06-05	1.3
792	2016-09-11 09:00:14-05	1.3
793	2016-09-11 08:45:13-05	1.3
794	2016-09-11 08:30:12-05	1.3
795	2016-09-11 08:15:11-05	1.31
796	2016-09-11 08:00:03-05	1.28
797	2016-09-11 07:45:01-05	1.27
798	2016-09-11 07:30:00-05	1.26
799	2016-09-11 07:15:14-05	1.26
800	2016-09-11 07:00:13-05	1.25
801	2016-09-11 06:45:12-05	1.26
802	2016-09-11 06:30:10-05	1.26
803	2016-09-11 06:15:09-05	1.26
804	2016-09-11 06:00:07-05	1.26
805	2016-09-11 05:45:06-05	1.27
806	2016-09-11 05:30:05-05	1.26
807	2016-09-11 05:15:04-05	1.26
808	2016-09-11 05:00:07-05	1.27
809	2016-09-11 04:45:05-05	1.26
810	2016-09-11 04:30:04-05	1.27
811	2016-09-11 04:15:03-05	1.28
812	2016-09-11 04:00:11-05	1.27
813	2016-09-11 03:45:10-05	1.29
814	2016-09-11 03:30:09-05	1.28
815	2016-09-11 03:15:08-05	1.28
816	2016-09-11 03:00:01-05	1.29
817	2016-09-11 02:45:00-05	1.3
818	2016-09-11 02:30:13-05	1.3
819	2016-09-11 02:15:12-05	1.3
820	2016-09-11 02:00:01-05	1.3
821	2016-09-11 01:45:00-05	1.31
822	2016-09-11 01:30:14-05	1.3
823	2016-09-11 01:15:12-05	1.32
824	2016-09-11 01:00:03-05	1.32
825	2016-09-11 00:45:02-05	1.33
826	2016-09-11 00:30:01-05	1.34
827	2016-09-11 00:15:00-05	1.34
828	2016-09-11 00:00:06-05	1.35
829	2016-09-10 23:45:04-05	1.34
830	2016-09-10 23:30:03-05	1.35
831	2016-09-10 23:15:02-05	1.35
832	2016-09-10 23:00:08-05	1.35
833	2016-09-10 22:45:07-05	1.36
834	2016-09-10 22:30:06-05	1.37
835	2016-09-10 22:15:04-05	1.37
836	2016-09-10 22:00:12-05	1.37
837	2016-09-10 21:45:11-05	1.38
838	2016-09-10 21:30:10-05	1.39
839	2016-09-10 21:15:09-05	1.39
840	2016-09-10 21:00:00-05	1.4
841	2016-09-10 20:45:14-05	1.41
842	2016-09-10 20:30:12-05	1.4
843	2016-09-10 20:15:11-05	1.4
844	2016-09-10 20:00:03-05	1.41
845	2016-09-10 19:45:01-05	1.4
846	2016-09-10 19:30:00-05	1.41
847	2016-09-10 19:15:14-05	1.42
848	2016-09-10 19:00:06-05	1.41
849	2016-09-10 18:45:05-05	1.41
850	2016-09-10 18:30:04-05	1.41
851	2016-09-10 18:15:03-05	1.43
852	2016-09-10 18:00:11-05	1.44
853	2016-09-10 17:45:10-05	1.45
854	2016-09-10 17:30:09-05	1.44
855	2016-09-10 17:15:08-05	1.47
856	2016-09-10 17:00:02-05	1.46
857	2016-09-10 16:45:00-05	1.48
858	2016-09-10 16:30:14-05	1.49
859	2016-09-10 16:15:13-05	1.51
860	2016-09-10 16:00:06-05	1.54
861	2016-09-10 15:45:05-05	1.53
862	2016-09-10 15:30:04-05	1.54
863	2016-09-10 15:15:03-05	1.56
864	2016-09-10 15:00:11-05	1.56
865	2016-09-10 14:45:09-05	1.58
866	2016-09-10 14:30:08-05	1.6
867	2016-09-10 14:15:07-05	1.6
868	2016-09-10 14:00:01-05	1.62
869	2016-09-10 13:45:14-05	1.64
870	2016-09-10 13:30:13-05	1.61
871	2016-09-10 13:15:12-05	1.64
872	2016-09-10 13:00:06-05	1.64
873	2016-09-10 12:45:05-05	1.68
874	2016-09-10 12:30:04-05	1.67
875	2016-09-10 12:15:03-05	1.68
876	2016-09-10 12:00:11-05	1.71
877	2016-09-10 11:45:10-05	1.72
878	2016-09-10 11:30:09-05	1.72
879	2016-09-10 11:15:08-05	1.71
880	2016-09-10 11:00:03-05	1.74
881	2016-09-10 10:45:02-05	1.75
882	2016-09-10 10:30:01-05	1.77
883	2016-09-10 10:15:00-05	1.78
884	2016-09-10 10:00:08-05	1.78
885	2016-09-10 09:45:07-05	1.78
886	2016-09-10 09:30:06-05	1.78
887	2016-09-10 09:15:04-05	1.78
888	2016-09-10 09:00:13-05	1.79
889	2016-09-10 08:45:12-05	1.79
890	2016-09-10 08:30:11-05	1.8
891	2016-09-10 08:15:09-05	1.83
892	2016-09-10 08:00:03-05	1.8
893	2016-09-10 07:45:02-05	1.82
894	2016-09-10 07:30:01-05	1.85
895	2016-09-10 07:15:14-05	1.85
896	2016-09-10 07:00:08-05	1.86
897	2016-09-10 06:45:07-05	1.87
898	2016-09-10 06:30:06-05	1.87
899	2016-09-10 06:15:04-05	1.88
900	2016-09-10 06:00:13-05	1.88
901	2016-09-10 05:45:12-05	1.89
902	2016-09-10 05:30:10-05	1.9
903	2016-09-10 05:15:09-05	1.91
904	2016-09-10 05:00:03-05	1.93
905	2016-09-10 04:45:02-05	1.94
906	2016-09-10 04:30:01-05	1.95
907	2016-09-10 04:15:14-05	1.96
908	2016-09-10 04:00:08-05	1.97
909	2016-09-10 03:45:07-05	1.98
910	2016-09-10 03:30:06-05	2.0
911	2016-09-10 03:15:04-05	2.0
912	2016-09-10 03:00:13-05	2.01
913	2016-09-10 02:45:12-05	2.03
914	2016-09-10 02:30:11-05	2.04
915	2016-09-10 02:15:09-05	2.05
916	2016-09-10 02:00:03-05	2.07
917	2016-09-10 01:45:02-05	2.08
918	2016-09-10 01:30:01-05	2.08
919	2016-09-10 01:15:00-05	2.1
920	2016-09-10 01:00:08-05	2.1
921	2016-09-10 00:45:07-05	2.15
922	2016-09-10 00:30:06-05	2.17
923	2016-09-10 00:15:05-05	2.19
924	2016-09-10 00:00:13-05	2.2
925	2016-09-09 23:45:11-05	2.22
926	2016-09-09 23:30:10-05	2.24
927	2016-09-09 23:15:09-05	2.26
928	2016-09-09 23:00:03-05	2.28
929	2016-09-09 22:45:02-05	2.31
930	2016-09-09 22:30:01-05	2.33
931	2016-09-09 22:15:14-05	2.36
932	2016-09-09 22:00:07-05	2.37
933	2016-09-09 21:45:06-05	2.4
934	2016-09-09 21:30:05-05	2.42
935	2016-09-09 21:15:04-05	2.44
936	2016-09-09 21:00:12-05	2.48
937	2016-09-09 20:45:11-05	2.5
938	2016-09-09 20:30:09-05	2.54
939	2016-09-09 20:15:08-05	2.56
940	2016-09-09 20:00:12-05	2.55
941	2016-09-09 19:45:10-05	2.53
942	2016-09-09 19:30:09-05	2.57
943	2016-09-09 19:15:08-05	2.59
944	2016-09-09 19:00:12-05	2.61
945	2016-09-09 18:45:10-05	2.62
946	2016-09-09 18:30:09-05	2.66
947	2016-09-09 18:15:08-05	2.69
948	2016-09-09 18:00:01-05	2.71
949	2016-09-09 17:45:00-05	2.72
950	2016-09-09 17:30:14-05	2.73
951	2016-09-09 17:15:12-05	2.7
952	2016-09-09 17:00:06-05	2.74
953	2016-09-09 16:45:05-05	2.79
954	2016-09-09 16:30:03-05	-1.61
955	2016-09-09 16:15:02-05	3.19
956	2016-09-09 16:00:11-05	3.47
957	2016-09-09 15:45:09-05	3.82
958	2016-09-09 15:30:08-05	4.26
959	2016-09-09 15:15:07-05	4.75
960	2016-09-09 15:00:01-05	5.25
961	2016-09-09 14:45:14-05	5.52
962	2016-09-09 14:30:13-05	5.34
963	2016-09-09 14:15:08-05	4.09
964	2016-09-09 14:00:02-05	2.36
965	2016-09-09 13:45:11-05	2.02
966	2016-09-09 13:30:06-05	1.65
967	2016-09-09 13:15:00-05	1.24
968	2016-09-09 13:00:09-05	0.88
969	2016-09-09 12:45:03-05	0.69
970	2016-09-09 12:30:12-05	0.68
971	2016-09-09 12:15:07-05	0.71
972	2016-09-09 12:00:01-05	0.72
973	2016-09-09 11:45:11-05	0.71
974	2016-09-09 11:30:06-05	0.73
975	2016-09-09 11:15:00-05	0.73
976	2016-09-09 11:00:09-05	0.76
977	2016-09-09 10:45:04-05	0.72
978	2016-09-09 10:30:13-05	0.72
979	2016-09-09 10:15:07-05	0.74
980	2016-09-09 10:00:02-05	0.74
981	2016-09-09 09:45:11-05	0.75
982	2016-09-09 09:30:05-05	0.74
983	2016-09-09 09:15:14-05	0.75
984	2016-09-09 09:00:08-05	0.75
985	2016-09-09 08:45:03-05	0.74
986	2016-09-09 08:30:11-05	0.72
987	2016-09-09 08:15:06-05	0.76
988	2016-09-09 08:00:01-05	0.77
989	2016-09-09 07:45:10-05	0.77
990	2016-09-09 07:30:05-05	0.77
991	2016-09-09 07:15:14-05	0.77
992	2016-09-09 07:00:09-05	0.77
993	2016-09-09 06:45:03-05	0.78
994	2016-09-09 06:30:12-05	0.78
995	2016-09-09 06:15:07-05	0.77
996	2016-09-09 06:00:01-05	0.75
997	2016-09-09 05:45:10-05	0.78
998	2016-09-09 05:30:05-05	0.79
999	2016-09-09 05:15:14-05	0.78
1000	2016-09-09 05:00:09-05	0.78
1001	2016-09-09 04:45:04-05	0.76
1002	2016-09-09 04:30:12-05	0.76
1003	2016-09-09 04:15:07-05	0.75
1004	2016-09-09 04:00:02-05	0.76
1005	2016-09-09 03:45:11-05	0.76
1006	2016-09-09 03:30:05-05	0.76
1007	2016-09-09 03:15:00-05	0.76
1008	2016-09-09 03:00:09-05	0.77
1009	2016-09-09 02:45:01-05	0.76
1010	2016-09-09 02:30:10-05	0.76
1011	2016-09-09 02:15:05-05	0.77
1012	2016-09-09 02:00:00-05	0.78
1013	2016-09-09 01:45:09-05	0.77
1014	2016-09-09 01:30:04-05	0.77
1015	2016-09-09 01:15:12-05	0.76
1016	2016-09-09 01:00:00-05	0.76
1017	2016-09-09 00:45:03-05	0.76
1018	2016-09-09 00:30:06-05	0.76
1019	2016-09-09 00:15:06-05	0.76
1020	2016-09-09 00:00:13-05	0.76
1021	2016-09-08 23:45:04-05	0.77
1022	2016-09-08 23:30:12-05	0.76
1023	2016-09-08 23:15:00-05	0.76
1024	2016-09-08 23:00:07-05	0.77
1025	2016-09-08 22:45:06-05	0.76
1026	2016-09-08 22:30:09-05	0.77
1027	2016-09-08 22:15:13-05	0.76
1028	2016-09-08 22:00:04-05	0.76
1029	2016-09-08 21:45:04-05	0.77
1030	2016-09-08 21:30:11-05	0.77
1031	2016-09-08 21:15:05-05	0.77
1032	2016-09-08 21:00:11-05	0.76
1033	2016-09-08 20:45:06-05	0.76
1034	2016-09-08 20:30:10-05	0.76
1035	2016-09-08 20:15:02-05	0.73
1036	2016-09-08 20:00:09-05	0.75
1037	2016-09-08 19:45:03-05	0.72
1038	2016-09-08 19:30:12-05	0.7
1039	2016-09-08 19:15:06-05	0.7
1040	2016-09-08 19:00:14-05	0.68
1041	2016-09-08 18:45:06-05	0.69
1042	2016-09-08 18:30:00-05	0.72
1043	2016-09-08 18:15:09-05	0.74
1044	2016-09-08 18:00:03-05	0.74
1045	2016-09-08 17:45:13-05	0.72
1046	2016-09-08 17:30:08-05	0.71
1047	2016-09-08 17:15:02-05	0.74
1048	2016-09-08 17:00:10-05	0.75
1049	2016-09-08 16:45:05-05	0.74
1050	2016-09-08 16:30:00-05	0.79
1051	2016-09-08 16:15:09-05	0.84
1052	2016-09-08 16:00:01-05	0.84
1053	2016-09-08 15:45:11-05	0.89
1054	2016-09-08 15:30:05-05	0.89
1055	2016-09-08 15:15:13-05	0.92
1056	2016-09-08 15:00:08-05	0.93
1057	2016-09-08 14:45:03-05	0.95
1058	2016-09-08 14:30:12-05	0.98
1059	2016-09-08 14:15:06-05	1.01
1060	2016-09-08 14:00:01-05	1.02
1061	2016-09-08 13:45:10-05	1.0
1062	2016-09-08 13:30:04-05	1.03
1063	2016-09-08 13:15:13-05	1.03
1064	2016-09-08 13:00:07-05	1.06
1065	2016-09-08 12:45:01-05	1.1
1066	2016-09-08 12:30:10-05	1.12
1067	2016-09-08 12:15:05-05	1.13
1068	2016-09-08 12:00:14-05	1.15
1069	2016-09-08 11:45:01-05	1.18
1070	2016-09-08 11:30:10-05	1.18
1071	2016-09-08 11:15:03-05	1.23
1072	2016-09-08 11:00:12-05	1.25
1073	2016-09-08 10:45:07-05	1.26
1074	2016-09-08 10:30:02-05	1.27
1075	2016-09-08 10:15:10-05	1.29
1076	2016-09-08 10:00:05-05	1.33
1077	2016-09-08 09:45:13-05	1.35
1078	2016-09-08 09:30:08-05	1.37
1079	2016-09-08 09:15:02-05	1.4
1080	2016-09-08 09:00:10-05	1.42
1081	2016-09-08 08:45:05-05	1.45
1082	2016-09-08 08:30:14-05	1.47
1083	2016-09-08 08:15:09-05	1.5
1084	2016-09-08 08:00:03-05	1.53
1085	2016-09-08 07:45:12-05	1.57
1086	2016-09-08 07:30:07-05	1.6
1087	2016-09-08 07:15:02-05	1.62
1088	2016-09-08 07:00:11-05	1.64
1089	2016-09-08 06:45:05-05	1.67
1090	2016-09-08 06:30:00-05	1.7
1091	2016-09-08 06:15:08-05	1.72
1092	2016-09-08 06:00:03-05	1.72
1093	2016-09-08 05:45:12-05	1.73
1094	2016-09-08 05:30:06-05	1.73
1095	2016-09-08 05:15:00-05	1.74
1096	2016-09-08 05:00:09-05	1.76
1097	2016-09-08 04:45:04-05	1.81
1098	2016-09-08 04:30:13-05	1.86
1099	2016-09-08 04:15:05-05	1.91
1100	2016-09-08 04:00:14-05	1.97
1101	2016-09-08 03:45:08-05	2.02
1102	2016-09-08 03:30:03-05	2.08
1103	2016-09-08 03:15:12-05	2.12
1104	2016-09-08 03:00:06-05	2.17
1105	2016-09-08 02:45:00-05	2.27
1106	2016-09-08 02:30:10-05	2.38
1107	2016-09-08 02:15:04-05	2.52
1108	2016-09-08 02:00:13-05	2.59
1109	2016-09-08 01:45:07-05	2.45
1110	2016-09-08 01:30:02-05	1.86
1111	2016-09-08 01:15:09-05	1.44
1112	2016-09-08 01:00:03-05	1.07
1113	2016-09-08 00:45:12-05	0.88
1114	2016-09-08 00:30:06-05	0.68
1115	2016-09-08 00:15:01-05	0.53
1116	2016-09-08 00:00:10-05	0.36
1117	2016-09-07 23:45:04-05	0.38
1118	2016-09-07 23:30:13-05	0.43
1119	2016-09-07 23:15:08-05	0.41
1120	2016-09-07 23:00:02-05	0.42
1121	2016-09-07 22:45:12-05	0.42
1122	2016-09-07 22:30:06-05	0.41
1123	2016-09-07 22:15:01-05	0.42
1124	2016-09-07 22:00:10-05	0.42
1125	2016-09-07 21:45:03-05	0.4
1126	2016-09-07 21:30:12-05	0.4
1127	2016-09-07 21:15:07-05	0.38
1128	2016-09-07 21:00:02-05	0.36
1129	2016-09-07 20:45:11-05	0.37
1130	2016-09-07 20:30:05-05	0.34
1131	2016-09-07 20:15:13-05	0.36
1132	2016-09-07 20:00:07-05	0.35
1133	2016-09-07 19:45:01-05	0.33
1134	2016-09-07 19:30:10-05	0.35
1135	2016-09-07 19:15:04-05	0.36
1136	2016-09-07 19:00:13-05	0.38
1137	2016-09-07 18:45:08-05	0.38
1138	2016-09-07 18:30:02-05	0.38
1139	2016-09-07 18:15:11-05	0.39
1140	2016-09-07 18:00:06-05	0.37
1141	2016-09-07 17:45:00-05	0.38
1142	2016-09-07 17:30:09-05	0.38
1143	2016-09-07 17:15:03-05	0.4
1144	2016-09-07 17:00:12-05	0.39
1145	2016-09-07 16:45:07-05	0.4
1146	2016-09-07 16:30:14-05	0.39
1147	2016-09-07 16:15:09-05	0.4
1148	2016-09-07 16:00:04-05	0.39
1149	2016-09-07 15:45:12-05	0.4
1150	2016-09-07 15:30:06-05	0.38
1151	2016-09-07 15:15:00-05	0.38
1152	2016-09-07 15:00:09-05	0.38
1153	2016-09-07 14:45:04-05	0.37
1154	2016-09-07 14:30:13-05	0.39
1155	2016-09-07 14:15:06-05	0.39
1156	2016-09-07 14:00:14-05	0.37
1157	2016-09-07 13:45:09-05	0.34
1158	2016-09-07 13:30:01-05	0.33
1159	2016-09-07 13:15:10-05	0.35
1160	2016-09-07 13:00:05-05	0.35
1161	2016-09-07 12:45:14-05	0.37
1162	2016-09-07 12:30:11-05	0.35
1163	2016-09-07 12:15:06-05	0.37
1164	2016-09-07 12:00:14-05	0.36
1165	2016-09-07 11:45:09-05	0.36
1166	2016-09-07 11:30:03-05	0.35
1167	2016-09-07 11:15:12-05	0.34
1168	2016-09-07 11:00:07-05	0.37
1169	2016-09-07 10:45:01-05	0.36
1170	2016-09-07 10:30:10-05	0.38
1171	2016-09-07 10:15:05-05	0.38
1172	2016-09-07 10:00:13-05	0.37
1173	2016-09-07 09:45:08-05	0.37
1174	2016-09-07 09:30:02-05	0.37
1175	2016-09-07 09:15:10-05	0.37
1176	2016-09-07 09:00:05-05	0.37
1177	2016-09-07 08:45:14-05	0.39
1178	2016-09-07 08:30:09-05	0.38
1179	2016-09-07 08:15:03-05	0.37
1180	2016-09-07 08:00:12-05	0.37
1181	2016-09-07 07:45:07-05	0.37
1182	2016-09-07 07:30:01-05	0.37
1183	2016-09-07 07:15:10-05	0.37
1184	2016-09-07 07:00:04-05	0.35
1185	2016-09-07 06:45:13-05	0.32
1186	2016-09-07 06:30:08-05	0.36
1187	2016-09-07 06:15:03-05	0.36
1188	2016-09-07 06:00:12-05	0.36
1189	2016-09-07 05:45:06-05	0.37
1190	2016-09-07 05:30:01-05	0.37
1191	2016-09-07 05:15:10-05	0.36
1192	2016-09-07 05:00:05-05	0.36
1193	2016-09-07 04:45:14-05	0.35
1194	2016-09-07 04:30:08-05	0.36
1195	2016-09-07 04:15:03-05	0.36
1196	2016-09-07 04:00:12-05	0.35
1197	2016-09-07 03:45:07-05	0.36
1198	2016-09-07 03:30:01-05	0.35
1199	2016-09-07 03:15:10-05	0.36
1200	2016-09-07 03:00:02-05	0.35
1201	2016-09-07 02:45:11-05	0.36
1202	2016-09-07 02:30:06-05	0.35
1203	2016-09-07 02:15:00-05	0.36
1204	2016-09-07 02:00:10-05	0.35
1205	2016-09-07 01:45:04-05	0.35
1206	2016-09-07 01:30:13-05	0.36
1207	2016-09-07 01:15:08-05	0.35
1208	2016-09-07 01:00:02-05	0.35
1209	2016-09-07 00:45:12-05	0.35
1210	2016-09-07 00:30:06-05	0.36
1211	2016-09-07 00:15:01-05	0.35
1212	2016-09-07 00:00:10-05	0.34
1213	2016-09-06 23:45:05-05	0.34
1214	2016-09-06 23:30:00-05	0.35
1215	2016-09-06 23:15:10-05	0.34
1216	2016-09-06 23:00:03-05	0.34
1217	2016-09-06 22:45:13-05	0.35
1218	2016-09-06 22:30:07-05	0.35
1219	2016-09-06 22:15:02-05	0.35
1220	2016-09-06 22:00:11-05	0.33
1221	2016-09-06 21:45:06-05	0.33
1222	2016-09-06 21:30:01-05	0.34
1223	2016-09-06 21:15:10-05	0.33
1224	2016-09-06 21:00:05-05	0.33
1225	2016-09-06 20:45:14-05	0.33
1226	2016-09-06 20:30:09-05	0.31
1227	2016-09-06 20:15:03-05	0.3
1228	2016-09-06 20:00:14-05	0.31
1229	2016-09-06 19:45:09-05	0.31
1230	2016-09-06 19:30:03-05	0.3
1231	2016-09-06 19:15:13-05	0.31
1232	2016-09-06 19:00:07-05	0.3
1233	2016-09-06 18:45:02-05	0.31
1234	2016-09-06 18:30:11-05	0.31
1235	2016-09-06 18:15:06-05	0.31
1236	2016-09-06 18:00:00-05	0.31
1237	2016-09-06 17:45:10-05	0.33
1238	2016-09-06 17:30:04-05	0.32
1239	2016-09-06 17:15:12-05	0.32
1240	2016-09-06 17:00:07-05	0.3
1241	2016-09-06 16:45:01-05	0.32
1242	2016-09-06 16:30:09-05	0.3
1243	2016-09-06 16:15:03-05	-2.09
1244	2016-09-06 16:00:11-05	0.31
1245	2016-09-06 15:45:05-05	0.32
1246	2016-09-06 15:30:00-05	0.35
1247	2016-09-06 15:15:07-05	0.36
1248	2016-09-06 15:00:02-05	0.36
1249	2016-09-06 14:45:10-05	0.37
1250	2016-09-06 14:30:05-05	0.38
1251	2016-09-06 14:15:14-05	0.38
1252	2016-09-06 14:00:08-05	0.39
1253	2016-09-06 13:45:03-05	0.39
1254	2016-09-06 13:30:12-05	0.39
1255	2016-09-06 13:15:06-05	0.41
1256	2016-09-06 13:00:00-05	0.41
1257	2016-09-06 12:45:10-05	0.4
1258	2016-09-06 12:30:04-05	0.39
1259	2016-09-06 12:15:13-05	0.41
1260	2016-09-06 12:00:08-05	0.42
1261	2016-09-06 11:45:02-05	0.42
1262	2016-09-06 11:30:11-05	0.43
1263	2016-09-06 11:15:06-05	0.42
1264	2016-09-06 11:00:00-05	0.42
1265	2016-09-06 10:45:09-05	0.42
1266	2016-09-06 10:30:03-05	0.4
1267	2016-09-06 10:15:13-05	0.39
1268	2016-09-06 10:00:07-05	0.39
1269	2016-09-06 09:45:02-05	0.4
1270	2016-09-06 09:30:10-05	0.4
1271	2016-09-06 09:15:04-05	0.41
1272	2016-09-06 09:00:13-05	0.4
1273	2016-09-06 08:45:07-05	0.39
1274	2016-09-06 08:30:02-05	0.41
1275	2016-09-06 08:15:11-05	0.4
1276	2016-09-06 08:00:06-05	0.39
1277	2016-09-06 07:45:01-05	0.4
1278	2016-09-06 07:30:10-05	0.4
1279	2016-09-06 07:15:04-05	0.4
1280	2016-09-06 07:00:13-05	0.39
1281	2016-09-06 06:45:08-05	0.38
1282	2016-09-06 06:30:00-05	0.39
1283	2016-09-06 06:15:09-05	0.38
1284	2016-09-06 06:00:04-05	0.38
1285	2016-09-06 05:45:13-05	0.39
1286	2016-09-06 05:30:07-05	0.38
1287	2016-09-06 05:15:02-05	0.38
1288	2016-09-06 05:00:13-05	0.38
1289	2016-09-06 04:45:07-05	0.37
1290	2016-09-06 04:30:02-05	0.37
1291	2016-09-06 04:15:11-05	0.38
1292	2016-09-06 04:00:06-05	0.38
1293	2016-09-06 03:45:00-05	0.37
1294	2016-09-06 03:30:09-05	0.38
1295	2016-09-06 03:15:03-05	0.36
1296	2016-09-06 03:00:12-05	0.37
1297	2016-09-06 02:45:06-05	0.36
1298	2016-09-06 02:30:01-05	0.37
1299	2016-09-06 02:15:10-05	0.36
1300	2016-09-06 02:00:04-05	0.37
1301	2016-09-06 01:45:12-05	0.36
1302	2016-09-06 01:30:07-05	0.36
1303	2016-09-06 01:15:02-05	0.37
1304	2016-09-06 01:00:11-05	0.36
1305	2016-09-06 00:45:06-05	0.36
1306	2016-09-06 00:30:00-05	0.36
1307	2016-09-06 00:15:09-05	0.36
1308	2016-09-06 00:00:04-05	0.36
1309	2016-09-05 23:45:13-05	0.38
1310	2016-09-05 23:30:07-05	0.37
1311	2016-09-05 23:15:14-05	0.37
1312	2016-09-05 23:00:08-05	0.36
1313	2016-09-05 22:45:03-05	0.35
1314	2016-09-05 22:30:12-05	0.35
1315	2016-09-05 22:15:06-05	0.37
1316	2016-09-05 22:00:00-05	0.35
1317	2016-09-05 21:45:10-05	0.37
1318	2016-09-05 21:30:04-05	0.34
1319	2016-09-05 21:15:13-05	0.33
1320	2016-09-05 21:00:08-05	0.34
1321	2016-09-05 20:45:02-05	0.34
1322	2016-09-05 20:30:12-05	0.33
1323	2016-09-05 20:15:06-05	0.32
1324	2016-09-05 20:00:01-05	0.32
1325	2016-09-05 19:45:12-05	0.31
1326	2016-09-05 19:30:05-05	0.3
1327	2016-09-05 19:15:00-05	0.3
1328	2016-09-05 19:00:09-05	0.3
1329	2016-09-05 18:45:01-05	0.3
1330	2016-09-05 18:30:10-05	0.31
1331	2016-09-05 18:15:04-05	0.3
1332	2016-09-05 18:00:13-05	0.3
1333	2016-09-05 17:45:07-05	0.3
1334	2016-09-05 17:30:02-05	0.31
1335	2016-09-05 17:15:10-05	0.31
1336	2016-09-05 17:00:05-05	0.33
1337	2016-09-05 16:45:14-05	0.33
1338	2016-09-05 16:30:08-05	0.33
1339	2016-09-05 16:15:02-05	0.34
1340	2016-09-05 16:00:10-05	0.35
1341	2016-09-05 15:45:05-05	0.36
1342	2016-09-05 15:30:14-05	0.36
1343	2016-09-05 15:15:09-05	0.36
