timestamp (CST)	stage (ft)
2016-06-20 02:30:07-05	0.66
2016-06-20 02:45:02-05	0.67
2016-06-20 03:00:12-05	0.67
2016-06-20 03:15:07-05	0.67
2016-06-20 03:30:01-05	0.66
2016-06-20 03:45:00-05	0.67
2016-06-20 04:00:10-05	0.67
2016-06-20 04:15:05-05	0.68
2016-06-20 04:30:00-05	0.68
2016-06-20 04:45:10-05	0.68
2016-06-20 05:00:04-05	0.68
2016-06-20 05:15:01-05	0.68
2016-06-20 05:30:10-05	0.67
2016-06-20 05:45:05-05	0.69
2016-06-20 06:00:00-05	0.67
2016-06-20 06:15:11-05	0.68
2016-06-20 06:30:07-05	0.69
2016-06-20 06:45:02-05	0.66
2016-06-20 07:00:13-05	0.67
2016-06-20 07:15:08-05	0.68
2016-06-20 07:30:02-05	0.67
2016-06-20 07:45:13-05	0.68
2016-06-20 08:00:08-05	0.68
2016-06-20 08:15:03-05	0.7
2016-06-20 08:30:15-05	0.7
2016-06-20 08:45:09-05	0.71
2016-06-20 09:00:04-05	0.67
2016-06-20 09:15:14-05	0.67
2016-06-20 09:30:09-05	0.64
2016-06-20 09:45:04-05	0.64
2016-06-20 10:00:14-05	0.64
2016-06-20 10:15:11-05	0.61
2016-06-20 10:30:06-05	0.59
2016-06-20 10:45:01-05	0.6
2016-06-20 11:00:11-05	0.65
2016-06-20 11:15:06-05	0.63
2016-06-20 11:30:01-05	0.63
2016-06-20 11:45:12-05	0.6
2016-06-20 12:00:07-05	0.59
2016-06-20 12:15:02-05	0.63
2016-06-20 12:30:12-05	0.62
2016-06-20 12:45:09-05	0.62
2016-06-20 13:00:05-05	0.62
2016-06-20 13:15:15-05	0.63
2016-06-20 13:30:12-05	0.63
2016-06-20 13:45:08-05	0.6
2016-06-20 14:00:04-05	0.62
2016-06-20 14:15:01-05	0.62
2016-06-20 14:30:12-05	0.61
2016-06-20 14:45:08-05	0.61
2016-06-20 15:00:03-05	0.59
2016-06-20 15:15:14-05	0.62
2016-06-20 15:30:09-05	0.6
2016-06-20 15:45:05-05	0.59
2016-06-20 16:00:00-05	0.59
2016-06-20 16:15:09-05	0.58
2016-06-20 16:30:05-05	0.56
2016-06-20 16:45:01-05	0.57
2016-06-20 17:00:13-05	0.56
2016-06-20 17:15:07-05	0.57
2016-06-20 17:30:02-05	0.55
2016-06-20 17:45:12-05	0.55
2016-06-20 18:00:07-05	0.55
2016-06-20 18:15:03-05	0.56
2016-06-20 18:30:13-05	0.59
2016-06-20 18:45:06-05	0.56
2016-06-20 19:00:01-05	0.57
2016-06-20 19:15:11-05	0.6
2016-06-20 19:30:06-05	0.58
2016-06-20 19:45:00-05	0.59
2016-06-20 20:00:10-05	0.59
2016-06-20 20:15:05-05	0.58
2016-06-20 20:30:15-05	0.59
2016-06-20 20:45:10-05	0.58
2016-06-20 21:00:06-05	0.58
2016-06-20 21:15:01-05	0.57
2016-06-20 21:30:11-05	0.57
2016-06-20 21:45:06-05	0.57
2016-06-20 22:00:01-05	0.58
2016-06-20 22:15:10-05	0.6
2016-06-20 22:30:05-05	0.59
2016-06-20 22:45:00-05	0.59
2016-06-20 23:00:11-05	0.6
2016-06-20 23:15:05-05	0.59
2016-06-20 23:30:00-05	0.59
2016-06-20 23:45:10-05	0.61
2016-06-21 00:00:05-05	0.6
2016-06-21 00:15:14-05	0.6
2016-06-21 00:30:10-05	0.61
2016-06-21 00:45:06-05	0.6
2016-06-21 01:00:01-05	0.61
2016-06-21 01:15:10-05	0.62
2016-06-21 01:30:05-05	0.61
2016-06-21 01:45:00-05	0.61
2016-06-21 02:00:10-05	0.61
2016-06-21 02:15:04-05	0.6
2016-06-21 02:30:14-05	0.61
2016-06-21 02:45:09-05	0.61
2016-06-21 03:00:03-05	0.61
2016-06-21 03:15:13-05	0.6
2016-06-21 03:30:08-05	0.61
2016-06-21 03:45:03-05	0.6
2016-06-21 04:00:12-05	0.6
2016-06-21 04:15:07-05	0.59
2016-06-21 04:30:01-05	0.59
2016-06-21 04:45:11-05	0.61
2016-06-21 05:00:06-05	0.61
2016-06-21 05:15:00-05	0.6
2016-06-21 05:30:11-05	0.6
2016-06-21 05:45:05-05	0.62
2016-06-21 06:00:00-05	0.61
2016-06-21 06:15:10-05	0.62
2016-06-21 06:30:04-05	0.62
2016-06-21 06:45:11-05	0.62
2016-06-21 07:00:06-05	0.61
2016-06-21 07:15:01-05	0.62
2016-06-21 07:30:11-05	0.62
2016-06-21 07:45:06-05	0.63
2016-06-21 08:00:00-05	0.64
2016-06-21 08:15:10-05	0.64
2016-06-21 08:30:05-05	0.65
2016-06-21 08:45:14-05	0.65
2016-06-21 09:00:09-05	0.64
2016-06-21 09:15:04-05	0.62
2016-06-21 09:30:14-05	0.63
2016-06-21 09:45:09-05	0.62
2016-06-21 10:00:04-05	0.62
2016-06-21 10:15:01-05	0.61
2016-06-21 10:30:11-05	0.62
2016-06-21 10:45:03-05	0.62
2016-06-21 11:00:13-05	0.62
2016-06-21 11:15:08-05	0.6
2016-06-21 11:30:10-05	0.61
2016-06-21 11:45:04-05	0.61
2016-06-21 12:00:03-05	0.61
2016-06-21 12:15:13-05	0.6
2016-06-21 12:30:09-05	0.61
2016-06-21 12:45:04-05	0.57
2016-06-21 13:00:00-05	0.57
2016-06-21 13:15:10-05	0.58
2016-06-21 13:30:05-05	0.56
2016-06-21 13:45:00-05	0.57
2016-06-21 14:00:10-05	0.57
2016-06-21 14:15:04-05	0.55
2016-06-21 14:30:00-05	0.57
2016-06-21 14:45:10-05	0.54
2016-06-21 15:00:04-05	0.56
2016-06-21 15:15:14-05	0.54
2016-06-21 15:30:08-05	0.55
2016-06-21 15:45:03-05	0.54
2016-06-21 16:00:01-05	0.52
2016-06-21 16:15:11-05	0.5
2016-06-21 16:30:05-05	0.52
2016-06-21 16:45:01-05	0.52
2016-06-21 17:00:15-05	0.53
2016-06-21 17:15:10-05	0.48
2016-06-21 17:30:05-05	0.48
2016-06-21 17:45:14-05	0.51
2016-06-21 18:00:09-05	0.53
2016-06-21 18:15:06-05	0.52
2016-06-21 18:30:14-05	0.56
2016-06-21 18:45:09-05	0.55
2016-06-21 19:00:03-05	0.55
2016-06-21 19:15:14-05	0.55
2016-06-21 19:30:09-05	0.53
2016-06-21 19:45:04-05	0.58
2016-06-21 20:00:15-05	0.59
2016-06-21 20:15:08-05	0.59
2016-06-21 20:30:02-05	0.59
2016-06-21 20:45:12-05	0.59
2016-06-21 21:00:10-05	0.61
2016-06-21 21:15:04-05	0.61
2016-06-21 21:30:14-05	0.62
2016-06-21 21:45:09-05	0.62
2016-06-21 22:00:01-05	0.62
2016-06-21 22:15:11-05	0.62
2016-06-21 22:30:05-05	0.61
2016-06-21 22:45:00-05	0.62
2016-06-21 23:00:10-05	0.62
2016-06-21 23:15:06-05	0.62
2016-06-21 23:30:13-05	0.62
2016-06-21 23:45:07-05	0.63
2016-06-22 00:00:01-05	0.63
2016-06-22 00:15:12-05	0.64
2016-06-22 00:30:06-05	0.63
2016-06-22 00:45:01-05	0.65
2016-06-22 01:00:10-05	0.65
2016-06-22 01:15:05-05	0.64
2016-06-22 01:30:15-05	0.63
2016-06-22 01:45:10-05	0.63
2016-06-22 02:00:02-05	0.63
2016-06-22 02:15:12-05	0.64
2016-06-22 02:30:06-05	0.63
2016-06-22 02:45:01-05	0.62
2016-06-22 03:00:11-05	0.65
2016-06-22 03:15:06-05	0.66
2016-06-22 03:30:00-05	0.66
2016-06-22 03:45:10-05	0.66
2016-06-22 04:00:04-05	0.65
2016-06-22 04:15:14-05	0.57
2016-06-22 04:30:09-05	0.57
2016-06-22 04:45:04-05	0.61
2016-06-22 05:00:14-05	0.61
2016-06-22 05:15:09-05	0.63
2016-06-22 05:30:04-05	0.63
2016-06-22 05:45:14-05	0.64
2016-06-22 06:00:09-05	0.63
2016-06-22 06:15:03-05	0.64
2016-06-22 06:30:13-05	0.64
2016-06-22 06:45:08-05	0.64
2016-06-22 07:00:00-05	0.64
2016-06-22 07:15:12-05	0.64
2016-06-22 07:30:07-05	0.64
2016-06-22 07:45:02-05	0.64
2016-06-22 08:00:12-05	0.64
2016-06-22 08:15:06-05	0.64
2016-06-22 08:30:02-05	0.64
2016-06-22 08:45:14-05	0.64
2016-06-22 09:00:09-05	0.65
2016-06-22 09:15:03-05	0.65
2016-06-22 09:30:13-05	0.65
2016-06-22 09:45:08-05	0.65
2016-06-22 10:00:04-05	0.67
2016-06-22 10:15:14-05	0.67
2016-06-22 10:30:08-05	0.65
2016-06-22 10:45:03-05	0.65
2016-06-22 11:00:13-05	0.65
2016-06-22 11:15:09-05	0.65
2016-06-22 11:30:04-05	0.66
2016-06-22 11:45:14-05	0.65
2016-06-22 12:00:08-05	0.65
2016-06-22 12:15:03-05	0.66
2016-06-22 12:30:13-05	0.66
2016-06-22 12:45:08-05	0.66
2016-06-22 13:00:02-05	0.64
2016-06-22 13:15:12-05	0.65
2016-06-22 13:30:07-05	0.64
2016-06-22 13:45:01-05	0.63
2016-06-22 14:00:11-05	0.63
2016-06-22 14:15:06-05	0.64
2016-06-22 14:30:00-05	0.63
2016-06-22 14:45:12-05	0.6
2016-06-22 15:00:08-05	0.64
2016-06-22 15:15:03-05	0.62
2016-06-22 15:30:14-05	0.63
2016-06-22 15:45:09-05	0.59
2016-06-22 16:00:13-05	0.59
2016-06-22 16:15:08-05	0.59
2016-06-22 16:30:03-05	0.57
2016-06-22 16:45:07-05	0.58
2016-06-22 17:00:01-05	0.56
2016-06-22 17:15:11-05	0.58
2016-06-22 17:30:06-05	0.57
2016-06-22 17:45:01-05	0.57
2016-06-22 18:00:10-05	0.58
2016-06-22 18:15:05-05	0.58
2016-06-22 18:30:15-05	0.6
2016-06-22 18:45:11-05	0.6
2016-06-22 19:00:05-05	0.6
2016-06-22 19:15:15-05	0.6
2016-06-22 19:30:11-05	0.6
2016-06-22 19:45:06-05	0.58
2016-06-22 20:00:01-05	0.59
2016-06-22 20:15:11-05	0.56
2016-06-22 20:30:05-05	0.55
2016-06-22 20:45:00-05	0.56
2016-06-22 21:00:10-05	0.55
2016-06-22 21:15:05-05	0.56
2016-06-22 21:30:00-05	0.57
2016-06-22 21:45:10-05	0.56
2016-06-22 22:00:04-05	0.55
2016-06-22 22:15:14-05	0.56
2016-06-22 22:30:09-05	0.56
2016-06-22 22:45:04-05	0.56
2016-06-22 23:00:14-05	0.57
2016-06-22 23:15:08-05	0.57
2016-06-22 23:30:00-05	0.61
2016-06-22 23:45:11-05	0.61
2016-06-23 00:00:07-05	0.61
2016-06-23 00:15:02-05	0.59
2016-06-23 00:30:13-05	0.6
2016-06-23 00:45:07-05	0.6
2016-06-23 01:00:02-05	0.58
2016-06-23 01:15:13-05	0.57
2016-06-23 01:30:07-05	0.55
2016-06-23 01:45:02-05	0.56
2016-06-23 02:00:09-05	0.55
2016-06-23 02:15:04-05	0.54
2016-06-23 02:30:15-05	0.54
2016-06-23 02:45:09-05	0.55
2016-06-23 03:00:04-05	0.56
2016-06-23 03:15:15-05	0.56
2016-06-23 03:30:10-05	0.56
2016-06-23 03:45:05-05	0.56
2016-06-23 04:00:01-05	0.55
2016-06-23 04:15:11-05	0.55
2016-06-23 04:30:05-05	0.56
2016-06-23 04:45:00-05	0.56
2016-06-23 05:00:11-05	0.56
2016-06-23 05:15:05-05	0.55
2016-06-23 05:30:00-05	0.55
2016-06-23 05:45:10-05	0.54
2016-06-23 06:00:05-05	0.54
2016-06-23 06:15:00-05	0.54
2016-06-23 06:30:10-05	0.55
2016-06-23 06:45:06-05	0.55
2016-06-23 07:00:00-05	0.57
2016-06-23 07:15:11-05	0.59
2016-06-23 07:30:07-05	0.59
2016-06-23 07:45:03-05	0.55
2016-06-23 08:00:12-05	0.6
2016-06-23 08:15:07-05	0.56
2016-06-23 08:30:02-05	0.58
2016-06-23 08:45:12-05	0.58
2016-06-23 09:00:07-05	0.58
2016-06-23 09:15:02-05	0.54
2016-06-23 09:30:11-05	0.53
2016-06-23 09:45:06-05	0.52
2016-06-23 10:00:02-05	0.49
2016-06-23 10:15:13-05	0.54
2016-06-23 10:30:07-05	0.53
2016-06-23 10:45:02-05	0.54
2016-06-23 11:00:13-05	0.52
2016-06-23 11:15:08-05	0.53
2016-06-23 11:30:02-05	0.54
2016-06-23 11:45:13-05	0.52
2016-06-23 12:00:09-05	0.57
2016-06-23 12:15:03-05	0.55
2016-06-23 12:30:14-05	0.55
2016-06-23 12:45:09-05	0.55
2016-06-23 13:00:04-05	0.54
2016-06-23 13:15:14-05	0.53
2016-06-23 13:30:08-05	0.56
2016-06-23 13:45:03-05	0.57
2016-06-23 14:00:14-05	0.53
2016-06-23 14:15:08-05	0.53
2016-06-23 14:30:03-05	0.54
2016-06-23 14:45:14-05	0.55
2016-06-23 15:00:07-05	0.52
2016-06-23 15:15:01-05	0.52
2016-06-23 15:30:13-05	0.52
2016-06-23 15:45:08-05	0.49
2016-06-23 16:00:03-05	0.48
2016-06-23 16:15:15-05	0.52
2016-06-23 16:30:10-05	0.49
2016-06-23 16:45:05-05	0.47
2016-06-23 17:00:00-05	0.49
2016-06-23 17:15:10-05	0.49
2016-06-23 17:30:05-05	0.48
2016-06-23 17:45:00-05	0.49
2016-06-23 18:00:11-05	0.48
2016-06-23 18:15:05-05	0.47
2016-06-23 18:30:01-05	0.5
2016-06-23 18:45:11-05	0.48
2016-06-23 19:00:08-05	0.53
2016-06-23 19:15:03-05	0.52
2016-06-23 19:30:13-05	0.53
2016-06-23 19:45:09-05	0.52
2016-06-23 20:00:04-05	0.52
2016-06-23 20:15:14-05	0.52
2016-06-23 20:30:09-05	0.52
2016-06-23 20:45:04-05	0.51
2016-06-23 21:00:14-05	0.51
2016-06-23 21:15:09-05	0.51
2016-06-23 21:30:04-05	0.51
2016-06-23 21:45:14-05	0.54
2016-06-23 22:00:09-05	0.52
2016-06-23 22:15:04-05	0.51
2016-06-23 22:30:11-05	0.52
2016-06-23 22:45:06-05	0.52
2016-06-23 23:00:00-05	0.51
2016-06-23 23:15:13-05	0.51
2016-06-23 23:30:08-05	0.49
2016-06-23 23:45:03-05	0.51
2016-06-24 00:00:13-05	0.54
2016-06-24 00:15:07-05	0.53
2016-06-24 00:30:02-05	0.52
2016-06-24 00:45:12-05	0.51
2016-06-24 01:00:07-05	0.51
2016-06-24 01:15:02-05	0.52
2016-06-24 01:30:12-05	0.51
2016-06-24 01:45:06-05	0.52
2016-06-24 02:00:01-05	0.51
2016-06-24 02:15:11-05	0.5
2016-06-24 02:30:05-05	0.51
2016-06-24 02:45:00-05	0.5
2016-06-24 03:00:10-05	0.5
2016-06-24 03:15:04-05	0.5
2016-06-24 03:30:14-05	0.5
2016-06-24 03:45:09-05	0.51
2016-06-24 04:00:03-05	0.52
2016-06-24 04:15:13-05	0.51
2016-06-24 04:30:07-05	0.52
2016-06-24 04:45:02-05	0.5
2016-06-24 05:00:12-05	0.51
2016-06-24 05:15:07-05	0.52
2016-06-24 05:30:02-05	0.53
2016-06-24 05:45:12-05	0.53
2016-06-24 06:00:07-05	0.54
2016-06-24 06:15:01-05	0.53
2016-06-24 06:30:12-05	0.54
2016-06-24 06:45:06-05	0.54
2016-06-24 07:00:01-05	0.55
2016-06-24 07:15:11-05	0.55
2016-06-24 07:30:05-05	0.56
2016-06-24 07:45:15-05	0.58
2016-06-24 08:00:09-05	0.58
2016-06-24 08:15:04-05	0.57
2016-06-24 08:30:14-05	0.59
2016-06-24 08:45:09-05	0.57
2016-06-24 09:00:03-05	0.57
2016-06-24 09:15:13-05	0.57
2016-06-24 09:30:09-05	0.56
2016-06-24 09:45:03-05	0.56
2016-06-24 10:00:13-05	0.55
2016-06-24 10:15:08-05	0.56
2016-06-24 10:30:03-05	0.55
2016-06-24 10:45:13-05	0.56
2016-06-24 11:00:08-05	0.56
2016-06-24 11:15:03-05	0.56
2016-06-24 11:30:04-05	0.56
2016-06-24 11:45:15-05	0.56
2016-06-24 12:00:09-05	0.56
2016-06-24 12:15:05-05	0.56
2016-06-24 12:30:00-05	0.55
2016-06-24 12:45:10-05	0.55
2016-06-24 13:00:06-05	0.56
2016-06-24 13:15:02-05	0.55
2016-06-24 13:30:14-05	0.56
2016-06-24 13:45:09-05	0.56
2016-06-24 14:00:03-05	0.56
2016-06-24 14:15:14-05	0.55
2016-06-24 14:30:10-05	0.53
2016-06-24 14:45:02-05	0.52
2016-06-24 15:00:12-05	0.53
2016-06-24 15:15:07-05	0.54
2016-06-24 15:30:02-05	0.53
2016-06-24 15:45:12-05	0.54
2016-06-24 16:00:07-05	0.53
2016-06-24 16:15:01-05	0.55
2016-06-24 16:30:12-05	0.56
2016-06-24 16:45:06-05	0.55
2016-06-24 17:00:01-05	0.55
2016-06-24 17:15:11-05	0.54
2016-06-24 17:30:06-05	0.53
2016-06-24 17:45:01-05	0.53
2016-06-24 18:00:11-05	0.53
2016-06-24 18:15:07-05	0.53
2016-06-24 18:30:04-05	0.54
2016-06-24 18:45:14-05	0.54
2016-06-24 19:00:09-05	0.54
2016-06-24 19:15:03-05	0.54
2016-06-24 19:30:13-05	0.54
2016-06-24 19:45:08-05	0.55
2016-06-24 20:00:02-05	0.55
2016-06-24 20:15:13-05	0.54
2016-06-24 20:30:08-05	0.54
2016-06-24 20:45:05-05	0.54
2016-06-24 21:00:01-05	0.53
2016-06-24 21:15:10-05	0.53
2016-06-24 21:30:05-05	0.54
2016-06-24 21:45:02-05	0.55
2016-06-24 22:00:11-05	0.55
2016-06-24 22:15:06-05	0.54
2016-06-24 22:30:01-05	0.53
2016-06-24 22:45:12-05	0.51
2016-06-24 23:00:07-05	0.49
2016-06-24 23:15:01-05	0.52
2016-06-24 23:30:11-05	0.52
2016-06-24 23:45:07-05	0.52
2016-06-25 00:00:01-05	0.5
2016-06-25 00:15:11-05	0.53
2016-06-25 00:30:06-05	0.54
2016-06-25 00:45:01-05	0.56
2016-06-25 01:00:11-05	0.56
2016-06-25 01:15:06-05	0.56
2016-06-25 01:30:00-05	0.56
2016-06-25 01:45:11-05	0.56
2016-06-25 02:00:05-05	0.56
2016-06-25 02:15:00-05	0.56
2016-06-25 02:30:10-05	0.56
2016-06-25 02:45:04-05	0.56
2016-06-25 03:00:14-05	0.55
2016-06-25 03:15:09-05	0.55
2016-06-25 03:30:04-05	0.56
2016-06-25 03:45:14-05	0.56
2016-06-25 04:00:09-05	0.57
2016-06-25 04:15:05-05	0.57
2016-06-25 04:30:15-05	0.57
2016-06-25 04:45:09-05	0.57
2016-06-25 05:00:04-05	0.57
2016-06-25 05:15:14-05	0.57
2016-06-25 05:30:09-05	0.56
2016-06-25 05:45:03-05	0.57
2016-06-25 06:00:13-05	0.56
2016-06-25 06:15:08-05	0.56
2016-06-25 06:30:04-05	0.57
2016-06-25 06:45:14-05	0.57
2016-06-25 07:00:08-05	0.57
2016-06-25 07:15:03-05	0.57
2016-06-25 07:30:13-05	0.56
2016-06-25 07:45:08-05	0.56
2016-06-25 08:00:03-05	0.57
2016-06-25 08:15:13-05	0.57
2016-06-25 08:30:07-05	0.58
2016-06-25 08:45:02-05	0.59
2016-06-25 09:00:12-05	0.58
2016-06-25 09:15:07-05	0.56
2016-06-25 09:30:02-05	0.55
2016-06-25 09:45:11-05	0.55
2016-06-25 10:00:06-05	0.56
2016-06-25 10:15:01-05	0.55
2016-06-25 10:30:13-05	0.54
2016-06-25 10:45:07-05	0.54
2016-06-25 11:00:03-05	0.55
2016-06-25 11:15:13-05	0.56
2016-06-25 11:30:09-05	0.55
2016-06-25 11:45:03-05	0.56
2016-06-25 12:00:13-05	0.55
2016-06-25 12:15:08-05	0.55
2016-06-25 12:30:03-05	0.55
2016-06-25 12:45:13-05	0.52
2016-06-25 13:00:07-05	0.52
2016-06-25 13:15:03-05	0.52
2016-06-25 13:30:14-05	0.52
2016-06-25 13:45:09-05	0.52
2016-06-25 14:00:03-05	0.53
2016-06-25 14:15:13-05	0.51
2016-06-25 14:30:07-05	0.5
2016-06-25 14:45:02-05	0.5
2016-06-25 15:00:12-05	0.48
2016-06-25 15:15:07-05	0.48
2016-06-25 15:30:01-05	0.51
2016-06-25 15:45:11-05	0.52
2016-06-25 16:00:06-05	0.5
2016-06-25 16:15:01-05	0.52
2016-06-25 16:30:11-05	0.53
2016-06-25 16:45:06-05	0.52
2016-06-25 17:00:00-05	0.53
2016-06-25 17:15:10-05	0.52
2016-06-25 17:30:05-05	0.54
2016-06-25 17:45:00-05	0.53
2016-06-25 18:00:10-05	0.52
2016-06-25 18:15:05-05	0.52
2016-06-25 18:30:15-05	0.54
2016-06-25 18:45:10-05	0.53
2016-06-25 19:00:05-05	0.55
2016-06-25 19:15:14-05	0.55
2016-06-25 19:30:10-05	0.49
2016-06-25 19:45:05-05	0.52
2016-06-25 20:00:15-05	0.5
2016-06-25 20:15:09-05	0.49
2016-06-25 20:30:04-05	0.49
2016-06-25 20:45:14-05	0.52
2016-06-25 21:00:05-05	0.51
2016-06-25 21:15:00-05	0.5
2016-06-25 21:30:09-05	0.52
2016-06-25 21:45:04-05	0.54
2016-06-25 22:00:15-05	0.53
2016-06-25 22:15:09-05	0.54
2016-06-25 22:30:04-05	0.55
2016-06-25 22:45:14-05	0.54
2016-06-25 23:00:08-05	0.55
2016-06-25 23:15:03-05	0.55
2016-06-25 23:30:13-05	0.54
2016-06-25 23:45:08-05	0.53
2016-06-26 00:00:03-05	0.48
2016-06-26 00:15:13-05	0.55
2016-06-26 00:30:07-05	0.56
2016-06-26 00:45:02-05	0.55
2016-06-26 01:00:04-05	0.56
2016-06-26 01:15:14-05	0.56
2016-06-26 01:30:08-05	0.56
2016-06-26 01:45:03-05	0.57
2016-06-26 02:00:13-05	0.56
2016-06-26 02:15:07-05	0.55
2016-06-26 02:30:02-05	0.56
2016-06-26 02:45:13-05	0.58
2016-06-26 03:00:08-05	0.59
2016-06-26 03:15:04-05	0.7
2016-06-26 03:30:14-05	0.7
2016-06-26 03:45:10-05	0.74
2016-06-26 04:00:05-05	0.75
2016-06-26 04:15:01-05	0.75
2016-06-26 04:30:11-05	0.76
2016-06-26 04:45:06-05	0.75
2016-06-26 05:00:01-05	0.75
2016-06-26 05:15:11-05	0.77
2016-06-26 05:30:06-05	0.79
2016-06-26 05:45:00-05	0.8
2016-06-26 06:00:11-05	0.78
2016-06-26 06:15:05-05	0.77
2016-06-26 06:30:00-05	0.77
2016-06-26 06:45:10-05	0.77
2016-06-26 07:00:05-05	0.77
2016-06-26 07:15:00-05	0.76
2016-06-26 07:30:10-05	0.76
2016-06-26 07:45:04-05	0.76
2016-06-26 08:00:14-05	0.76
2016-06-26 08:15:10-05	0.75
2016-06-26 08:30:03-05	0.75
2016-06-26 08:45:12-05	0.75
2016-06-26 09:00:08-05	0.75
2016-06-26 09:15:03-05	0.73
2016-06-26 09:30:13-05	0.71
2016-06-26 09:45:08-05	0.71
2016-06-26 10:00:03-05	0.7
2016-06-26 10:15:12-05	0.7
2016-06-26 10:30:07-05	0.71
2016-06-26 10:45:02-05	0.69
2016-06-26 11:00:12-05	0.67
2016-06-26 11:15:07-05	0.64
2016-06-26 11:30:02-05	0.64
2016-06-26 11:45:12-05	0.66
2016-06-26 12:00:07-05	0.63
2016-06-26 12:15:02-05	0.66
2016-06-26 12:30:12-05	0.66
2016-06-26 12:45:07-05	0.65
2016-06-26 13:00:04-05	0.65
2016-06-26 13:15:13-05	0.63
2016-06-26 13:30:08-05	0.59
2016-06-26 13:45:02-05	0.63
2016-06-26 14:00:12-05	0.62
2016-06-26 14:15:07-05	0.63
2016-06-26 14:30:02-05	0.62
2016-06-26 14:45:12-05	0.58
2016-06-26 15:00:07-05	0.59
2016-06-26 15:15:01-05	0.6
2016-06-26 15:30:11-05	0.58
2016-06-26 15:45:06-05	0.59
2016-06-26 16:00:02-05	0.58
2016-06-26 16:15:09-05	0.57
2016-06-26 16:30:04-05	0.54
2016-06-26 16:45:14-05	0.52
2016-06-26 17:00:09-05	0.55
2016-06-26 17:15:05-05	0.54
2016-06-26 17:30:05-05	0.53
2016-06-26 17:45:00-05	0.48
2016-06-26 18:00:10-05	0.52
2016-06-26 18:15:04-05	0.5
2016-06-26 18:30:06-05	0.51
2016-06-26 18:45:01-05	0.51
2016-06-26 19:00:08-05	0.53
2016-06-26 19:15:12-05	0.54
2016-06-26 19:30:07-05	0.55
2016-06-26 19:45:02-05	0.54
2016-06-26 20:00:12-05	0.57
2016-06-26 20:15:06-05	0.56
2016-06-26 20:30:01-05	0.54
2016-06-26 20:45:09-05	0.55
2016-06-26 21:00:04-05	0.54
2016-06-26 21:15:14-05	0.54
2016-06-26 21:30:14-05	0.55
2016-06-26 21:45:10-05	0.55
2016-06-26 22:00:08-05	0.55
2016-06-26 22:15:02-05	0.54
2016-06-26 22:30:12-05	0.54
2016-06-26 22:45:07-05	0.53
2016-06-26 23:00:01-05	0.54
2016-06-26 23:15:11-05	0.53
2016-06-26 23:30:06-05	0.53
2016-06-26 23:45:01-05	0.52
2016-06-27 00:00:11-05	0.53
2016-06-27 00:15:05-05	0.53
2016-06-27 00:30:00-05	0.53
2016-06-27 00:45:10-05	0.54
2016-06-27 01:00:04-05	0.53
2016-06-27 01:15:15-05	0.53
2016-06-27 01:30:09-05	0.53
2016-06-27 01:45:04-05	0.53
2016-06-27 02:00:14-05	0.54
2016-06-27 02:15:09-05	0.53
2016-06-27 02:30:03-05	0.53
2016-06-27 02:45:13-05	0.53
2016-06-27 03:00:08-05	0.52
2016-06-27 03:15:03-05	0.55
2016-06-27 03:30:13-05	0.53
2016-06-27 03:45:07-05	0.52
2016-06-27 04:00:02-05	0.53
2016-06-27 04:15:12-05	0.53
2016-06-27 04:30:06-05	0.52
2016-06-27 04:45:09-05	0.54
2016-06-27 05:00:03-05	0.53
2016-06-27 05:15:13-05	0.52
2016-06-27 05:30:07-05	0.53
2016-06-27 05:45:01-05	0.53
2016-06-27 06:00:11-05	0.54
2016-06-27 06:15:05-05	0.57
2016-06-27 06:30:00-05	0.56
2016-06-27 06:45:10-05	0.56
2016-06-27 07:00:05-05	0.56
2016-06-27 07:15:15-05	0.57
2016-06-27 07:30:09-05	0.58
2016-06-27 07:45:05-05	0.57
2016-06-27 08:00:01-05	0.6
2016-06-27 08:15:11-05	0.6
2016-06-27 08:30:05-05	0.6
2016-06-27 08:45:01-05	0.6
2016-06-27 09:00:12-05	0.56
2016-06-27 09:15:06-05	0.56
2016-06-27 09:30:01-05	0.55
2016-06-27 09:45:11-05	0.54
2016-06-27 10:00:06-05	0.54
2016-06-27 10:15:01-05	0.54
2016-06-27 10:30:11-05	0.54
2016-06-27 10:45:07-05	0.52
2016-06-27 11:00:02-05	0.54
2016-06-27 11:15:11-05	0.54
2016-06-27 11:30:06-05	0.54
2016-06-27 11:45:02-05	0.51
2016-06-27 12:00:13-05	0.55
2016-06-27 12:15:07-05	0.52
2016-06-27 12:30:02-05	0.52
2016-06-27 12:45:12-05	0.5
2016-06-27 13:00:06-05	0.52
2016-06-27 13:15:01-05	0.51
2016-06-27 13:30:11-05	0.52
2016-06-27 13:45:06-05	0.49
2016-06-27 14:00:01-05	0.51
2016-06-27 14:15:13-05	0.51
2016-06-27 14:30:08-05	0.49
2016-06-27 14:45:03-05	0.48
2016-06-27 15:00:12-05	0.47
2016-06-27 15:15:08-05	0.46
2016-06-27 15:30:03-05	0.48
2016-06-27 15:45:13-05	0.48
2016-06-27 16:00:09-05	0.49
2016-06-27 16:15:03-05	0.46
2016-06-27 16:30:14-05	0.45
2016-06-27 16:45:09-05	0.45
2016-06-27 17:00:05-05	0.45
2016-06-27 17:15:00-05	0.42
2016-06-27 17:30:01-05	0.37
2016-06-27 17:45:11-05	0.39
2016-06-27 18:00:06-05	0.41
2016-06-27 18:15:01-05	0.43
