timestamp (CST)	stage (ft)
2016-06-27 18:30:11-05	0.46
2016-06-27 18:45:07-05	0.47
2016-06-27 19:00:01-05	0.47
2016-06-27 19:15:11-05	0.48
2016-06-27 19:30:07-05	0.49
2016-06-27 19:45:02-05	0.48
2016-06-27 20:00:12-05	0.47
2016-06-27 20:15:08-05	0.47
2016-06-27 20:30:02-05	0.47
2016-06-27 20:45:13-05	0.47
2016-06-27 21:00:08-05	0.48
2016-06-27 21:15:03-05	0.48
2016-06-27 21:30:12-05	0.46
2016-06-27 21:45:07-05	0.46
2016-06-27 22:00:01-05	0.46
2016-06-27 22:15:12-05	0.46
2016-06-27 22:30:06-05	0.48
2016-06-27 22:45:01-05	0.46
2016-06-27 23:00:11-05	0.47
2016-06-27 23:15:05-05	0.47
2016-06-27 23:30:01-05	0.49
2016-06-27 23:45:11-05	0.48
2016-06-28 00:00:05-05	0.48
2016-06-28 00:15:00-05	0.47
2016-06-28 00:30:10-05	0.46
2016-06-28 00:45:04-05	0.46
2016-06-28 01:00:14-05	0.47
2016-06-28 01:15:08-05	0.46
2016-06-28 01:30:03-05	0.47
2016-06-28 01:45:13-05	0.47
2016-06-28 02:00:09-05	0.46
2016-06-28 02:15:04-05	0.45
2016-06-28 02:30:14-05	0.46
2016-06-28 02:45:08-05	0.46
2016-06-28 03:00:03-05	0.47
2016-06-28 03:15:13-05	0.46
2016-06-28 03:30:08-05	0.45
2016-06-28 03:45:02-05	0.47
2016-06-28 04:00:12-05	0.45
2016-06-28 04:15:07-05	0.46
2016-06-28 04:30:01-05	0.46
2016-06-28 04:45:11-05	0.45
2016-06-28 05:00:06-05	0.46
2016-06-28 05:15:01-05	0.46
2016-06-28 05:30:12-05	0.47
2016-06-28 05:45:06-05	0.47
2016-06-28 06:00:01-05	0.48
2016-06-28 06:15:11-05	0.48
2016-06-28 06:30:06-05	0.48
2016-06-28 06:45:00-05	0.49
2016-06-28 07:00:10-05	0.5
2016-06-28 07:15:05-05	0.5
2016-06-28 07:30:00-05	0.51
2016-06-28 07:45:10-05	0.51
2016-06-28 08:00:04-05	0.52
2016-06-28 08:15:14-05	0.53
2016-06-28 08:30:08-05	0.51
2016-06-28 08:45:03-05	0.53
2016-06-28 09:00:13-05	0.53
2016-06-28 09:15:08-05	0.5
2016-06-28 09:30:03-05	0.49
2016-06-28 09:45:12-05	0.49
2016-06-28 10:00:07-05	0.48
2016-06-28 10:15:02-05	0.48
2016-06-28 10:30:12-05	0.47
2016-06-28 10:45:07-05	0.47
2016-06-28 11:00:02-05	0.48
2016-06-28 11:15:12-05	0.47
2016-06-28 11:30:07-05	0.46
2016-06-28 11:45:02-05	0.47
2016-06-28 12:00:12-05	0.46
2016-06-28 12:15:07-05	0.45
2016-06-28 12:30:01-05	0.45
2016-06-28 12:45:11-05	0.46
2016-06-28 13:00:06-05	0.46
2016-06-28 13:15:02-05	0.45
2016-06-28 13:30:12-05	0.45
2016-06-28 13:45:07-05	0.45
2016-06-28 14:00:03-05	0.44
2016-06-28 14:15:14-05	0.44
2016-06-28 14:30:08-05	0.47
2016-06-28 14:45:03-05	0.45
2016-06-28 15:00:01-05	0.44
2016-06-28 15:15:11-05	0.43
2016-06-28 15:30:06-05	0.43
2016-06-28 15:45:01-05	0.44
2016-06-28 16:00:11-05	0.42
2016-06-28 16:15:05-05	0.42
2016-06-28 16:30:15-05	0.43
2016-06-28 16:45:10-05	0.41
2016-06-28 17:00:05-05	0.4
2016-06-28 17:15:00-05	0.41
2016-06-28 17:30:10-05	0.39
2016-06-28 17:45:04-05	0.39
2016-06-28 18:00:12-05	0.41
2016-06-28 18:15:07-05	0.41
2016-06-28 18:30:02-05	0.42
2016-06-28 18:45:01-05	0.44
2016-06-28 19:00:11-05	0.43
2016-06-28 19:15:07-05	0.44
2016-06-28 19:30:03-05	0.44
2016-06-28 19:45:13-05	0.44
2016-06-28 20:00:08-05	0.44
2016-06-28 20:15:03-05	0.45
2016-06-28 20:30:13-05	0.44
2016-06-28 20:45:08-05	0.44
2016-06-28 21:00:02-05	0.44
2016-06-28 21:15:12-05	0.43
2016-06-28 21:30:07-05	0.46
2016-06-28 21:45:02-05	0.46
2016-06-28 22:00:12-05	0.45
2016-06-28 22:15:06-05	0.45
2016-06-28 22:30:01-05	0.46
2016-06-28 22:45:11-05	0.45
2016-06-28 23:00:06-05	0.46
2016-06-28 23:15:01-05	0.44
2016-06-28 23:30:10-05	0.43
2016-06-28 23:45:06-05	0.43
2016-06-29 00:00:01-05	0.43
2016-06-29 00:15:11-05	0.43
2016-06-29 00:30:05-05	0.44
2016-06-29 00:45:00-05	0.46
2016-06-29 01:00:10-05	0.45
2016-06-29 01:15:04-05	0.45
2016-06-29 01:30:14-05	0.45
2016-06-29 01:45:09-05	0.46
2016-06-29 02:00:04-05	0.47
2016-06-29 02:15:14-05	0.44
2016-06-29 02:30:08-05	0.46
2016-06-29 02:45:03-05	0.45
2016-06-29 03:00:13-05	0.46
2016-06-29 03:15:08-05	0.45
2016-06-29 03:30:03-05	0.45
2016-06-29 03:45:12-05	0.46
2016-06-29 04:00:07-05	0.46
2016-06-29 04:15:02-05	0.46
2016-06-29 04:30:12-05	0.47
2016-06-29 04:45:07-05	0.46
2016-06-29 05:00:02-05	0.46
2016-06-29 05:15:12-05	0.46
2016-06-29 05:30:07-05	0.46
2016-06-29 05:45:02-05	0.48
2016-06-29 06:00:13-05	0.47
2016-06-29 06:15:07-05	0.48
2016-06-29 06:30:02-05	0.48
2016-06-29 06:45:12-05	0.48
2016-06-29 07:00:07-05	0.49
2016-06-29 07:15:01-05	0.48
2016-06-29 07:30:11-05	0.49
2016-06-29 07:45:06-05	0.49
2016-06-29 08:00:01-05	0.49
2016-06-29 08:15:11-05	0.49
2016-06-29 08:30:05-05	0.48
2016-06-29 08:45:00-05	0.47
2016-06-29 09:00:10-05	0.47
2016-06-29 09:15:05-05	0.46
2016-06-29 09:30:14-05	0.46
2016-06-29 09:45:09-05	0.47
2016-06-29 10:00:04-05	0.47
2016-06-29 10:15:13-05	0.47
2016-06-29 10:30:08-05	0.48
2016-06-29 10:45:03-05	0.5
2016-06-29 11:00:15-05	0.48
2016-06-29 11:15:09-05	0.49
2016-06-29 11:30:04-05	0.5
2016-06-29 11:45:14-05	0.5
2016-06-29 12:00:09-05	0.5
2016-06-29 12:15:03-05	0.5
2016-06-29 12:30:14-05	0.5
2016-06-29 12:45:08-05	0.5
2016-06-29 13:00:03-05	0.5
2016-06-29 13:15:13-05	0.51
2016-06-29 13:30:08-05	0.51
2016-06-29 13:45:02-05	0.5
2016-06-29 14:00:12-05	0.5
2016-06-29 14:15:07-05	0.48
2016-06-29 14:30:01-05	0.5
2016-06-29 14:45:11-05	0.49
2016-06-29 15:00:06-05	0.49
2016-06-29 15:15:01-05	0.48
2016-06-29 15:30:11-05	0.46
2016-06-29 15:45:06-05	0.45
2016-06-29 16:00:01-05	0.45
2016-06-29 16:15:11-05	0.46
2016-06-29 16:30:06-05	0.47
2016-06-29 16:45:00-05	0.45
2016-06-29 17:00:10-05	0.46
2016-06-29 17:15:05-05	0.45
2016-06-29 17:30:00-05	0.47
2016-06-29 17:45:10-05	0.48
2016-06-29 18:00:05-05	0.49
2016-06-29 18:15:14-05	0.49
2016-06-29 18:30:09-05	0.49
2016-06-29 18:45:04-05	0.49
2016-06-29 19:00:15-05	0.49
2016-06-29 19:15:10-05	0.49
2016-06-29 19:30:05-05	0.48
2016-06-29 19:45:02-05	0.48
2016-06-29 20:00:00-05	0.48
2016-06-29 20:15:10-05	0.48
2016-06-29 20:30:06-05	0.48
2016-06-29 20:45:01-05	0.47
2016-06-29 21:00:12-05	0.47
2016-06-29 21:15:06-05	0.47
2016-06-29 21:30:01-05	0.46
2016-06-29 21:45:12-05	0.47
2016-06-29 22:00:06-05	0.47
2016-06-29 22:15:01-05	0.47
2016-06-29 22:30:08-05	0.48
2016-06-29 22:45:03-05	0.49
2016-06-29 23:00:13-05	0.48
2016-06-29 23:15:07-05	0.49
2016-06-29 23:30:02-05	0.48
2016-06-29 23:45:12-05	0.47
2016-06-30 00:00:06-05	0.47
2016-06-30 00:15:01-05	0.48
2016-06-30 00:30:11-05	0.47
2016-06-30 00:45:06-05	0.47
2016-06-30 01:00:00-05	0.47
2016-06-30 01:15:10-05	0.48
2016-06-30 01:30:06-05	0.47
2016-06-30 01:45:00-05	0.48
2016-06-30 02:00:10-05	0.47
2016-06-30 02:15:05-05	0.46
2016-06-30 02:30:15-05	0.47
2016-06-30 02:45:09-05	0.47
2016-06-30 03:00:04-05	0.48
2016-06-30 03:15:13-05	0.48
2016-06-30 03:30:08-05	0.48
2016-06-30 03:45:02-05	0.48
2016-06-30 04:00:12-05	0.48
2016-06-30 04:15:07-05	0.48
2016-06-30 04:30:01-05	0.48
2016-06-30 04:45:11-05	0.49
2016-06-30 05:00:06-05	0.48
2016-06-30 05:15:00-05	0.48
2016-06-30 05:30:11-05	0.48
2016-06-30 05:45:05-05	0.48
2016-06-30 06:00:00-05	0.51
2016-06-30 06:15:10-05	0.5
2016-06-30 06:30:04-05	0.49
2016-06-30 06:45:14-05	0.49
2016-06-30 07:00:09-05	0.48
2016-06-30 07:15:03-05	0.48
2016-06-30 07:30:13-05	0.48
2016-06-30 07:45:08-05	0.48
2016-06-30 08:00:02-05	0.48
2016-06-30 08:15:12-05	0.49
2016-06-30 08:30:07-05	0.5
2016-06-30 08:45:01-05	0.5
2016-06-30 09:00:12-05	0.5
2016-06-30 09:15:11-05	0.51
2016-06-30 09:30:06-05	0.5
2016-06-30 09:45:01-05	0.5
2016-06-30 10:00:10-05	0.52
2016-06-30 10:15:05-05	0.51
2016-06-30 10:30:00-05	0.5
2016-06-30 10:45:10-05	0.52
2016-06-30 11:00:05-05	0.49
2016-06-30 11:15:00-05	0.5
2016-06-30 11:30:10-05	0.5
2016-06-30 11:45:04-05	0.49
2016-06-30 12:00:14-05	0.47
2016-06-30 12:15:09-05	0.49
2016-06-30 12:30:03-05	0.47
2016-06-30 12:45:14-05	0.47
2016-06-30 13:00:08-05	0.49
2016-06-30 13:15:03-05	0.49
2016-06-30 13:30:09-05	0.47
2016-06-30 13:45:04-05	0.46
2016-06-30 14:00:14-05	0.44
2016-06-30 14:15:08-05	0.44
2016-06-30 14:30:03-05	0.44
2016-06-30 14:45:13-05	0.45
2016-06-30 15:00:08-05	0.47
2016-06-30 15:15:03-05	0.45
2016-06-30 15:30:13-05	0.46
2016-06-30 15:45:07-05	0.44
2016-06-30 16:00:02-05	0.46
2016-06-30 16:15:12-05	0.45
2016-06-30 16:30:07-05	0.45
2016-06-30 16:45:02-05	0.35
2016-06-30 17:00:12-05	0.38
2016-06-30 17:15:08-05	0.39
2016-06-30 17:30:02-05	0.39
2016-06-30 17:45:12-05	0.44
2016-06-30 18:00:08-05	0.42
2016-06-30 18:15:02-05	0.45
2016-06-30 18:30:13-05	0.46
2016-06-30 18:45:08-05	0.47
2016-06-30 19:00:03-05	0.47
2016-06-30 19:15:13-05	0.46
2016-06-30 19:30:08-05	0.47
2016-06-30 19:45:02-05	0.46
2016-06-30 20:00:01-05	0.45
2016-06-30 20:15:11-05	0.44
2016-06-30 20:30:06-05	0.43
2016-06-30 20:45:01-05	0.41
2016-06-30 21:00:11-05	0.42
2016-06-30 21:15:05-05	0.42
2016-06-30 21:30:00-05	0.42
2016-06-30 21:45:10-05	0.41
2016-06-30 22:00:05-05	0.42
2016-06-30 22:15:14-05	0.41
2016-06-30 22:30:09-05	0.41
2016-06-30 22:45:04-05	0.42
2016-06-30 23:00:14-05	0.42
2016-06-30 23:15:09-05	0.43
2016-06-30 23:30:03-05	0.44
2016-06-30 23:45:13-05	0.45
2016-07-01 00:00:08-05	0.44
2016-07-01 00:15:02-05	0.42
2016-07-01 00:30:12-05	0.41
2016-07-01 00:45:06-05	0.41
2016-07-01 01:00:01-05	0.4
2016-07-01 01:15:11-05	0.41
2016-07-01 01:30:06-05	0.4
2016-07-01 01:45:01-05	0.42
2016-07-01 02:00:12-05	0.42
2016-07-01 02:15:06-05	0.42
2016-07-01 02:30:01-05	0.42
2016-07-01 02:45:11-05	0.42
2016-07-01 03:00:06-05	0.41
2016-07-01 03:15:00-05	0.4
2016-07-01 03:30:11-05	0.4
2016-07-01 03:45:05-05	0.38
2016-07-01 04:00:00-05	0.4
2016-07-01 04:15:10-05	0.4
2016-07-01 04:30:07-05	0.41
2016-07-01 04:45:01-05	0.41
2016-07-01 05:00:11-05	0.41
2016-07-01 05:15:06-05	0.41
2016-07-01 05:30:01-05	0.41
2016-07-01 05:45:11-05	0.41
2016-07-01 06:00:06-05	0.41
2016-07-01 06:15:14-05	0.41
2016-07-01 06:30:08-05	0.42
2016-07-01 06:45:03-05	0.41
2016-07-01 07:00:13-05	0.43
2016-07-01 07:15:08-05	0.45
2016-07-01 07:30:03-05	0.45
2016-07-01 07:45:13-05	0.43
2016-07-01 08:00:08-05	0.47
2016-07-01 08:15:02-05	0.47
2016-07-01 08:30:12-05	0.47
2016-07-01 08:45:06-05	0.46
2016-07-01 09:00:01-05	0.46
2016-07-01 09:15:11-05	0.45
2016-07-01 09:30:07-05	0.43
2016-07-01 09:45:03-05	0.43
2016-07-01 10:00:13-05	0.44
2016-07-01 10:15:08-05	0.43
2016-07-01 10:30:03-05	0.43
2016-07-01 10:45:13-05	0.43
2016-07-01 11:00:09-05	0.44
2016-07-01 11:15:05-05	0.43
2016-07-01 11:30:12-05	0.42
2016-07-01 11:45:05-05	0.42
2016-07-01 12:00:00-05	0.43
2016-07-01 12:15:10-05	0.41
2016-07-01 12:30:06-05	0.41
2016-07-01 12:45:00-05	0.4
2016-07-01 13:00:10-05	0.4
2016-07-01 13:15:05-05	0.43
2016-07-01 13:30:07-05	0.41
2016-07-01 13:45:01-05	0.41
2016-07-01 14:00:11-05	0.42
2016-07-01 14:15:05-05	0.39
2016-07-01 14:30:02-05	0.4
2016-07-01 14:45:13-05	0.4
2016-07-01 15:00:07-05	0.39
2016-07-01 15:15:02-05	0.39
2016-07-01 15:30:11-05	0.41
2016-07-01 15:45:06-05	0.4
2016-07-01 16:00:01-05	0.4
2016-07-01 16:15:12-05	0.38
2016-07-01 16:30:07-05	0.34
2016-07-01 16:45:01-05	0.33
2016-07-01 17:00:11-05	0.32
2016-07-01 17:15:06-05	0.37
2016-07-01 17:30:01-05	0.34
2016-07-01 17:45:10-05	0.32
2016-07-01 18:00:05-05	0.34
2016-07-01 18:15:00-05	0.35
2016-07-01 18:30:10-05	0.36
2016-07-01 18:45:04-05	0.37
2016-07-01 19:00:14-05	0.38
2016-07-01 19:15:09-05	0.36
2016-07-01 19:30:03-05	0.36
2016-07-01 19:45:14-05	0.37
2016-07-01 20:00:08-05	0.37
2016-07-01 20:15:03-05	0.37
2016-07-01 20:30:13-05	0.38
2016-07-01 20:45:08-05	0.39
2016-07-01 21:00:02-05	0.39
2016-07-01 21:15:12-05	0.39
2016-07-01 21:30:07-05	0.38
2016-07-01 21:45:01-05	0.37
2016-07-01 22:00:11-05	0.36
2016-07-01 22:15:06-05	0.38
2016-07-01 22:30:01-05	0.37
2016-07-01 22:45:10-05	0.38
2016-07-01 23:00:05-05	0.38
2016-07-01 23:15:00-05	0.38
2016-07-01 23:30:10-05	0.39
2016-07-01 23:45:04-05	0.39
2016-07-02 00:00:14-05	0.4
2016-07-02 00:15:09-05	0.39
2016-07-02 00:30:03-05	0.39
2016-07-02 00:45:13-05	0.39
2016-07-02 01:00:08-05	0.4
2016-07-02 01:15:03-05	0.4
2016-07-02 01:30:13-05	0.4
2016-07-02 01:45:08-05	0.41
2016-07-02 02:00:02-05	0.39
2016-07-02 02:15:12-05	0.41
2016-07-02 02:30:07-05	0.41
2016-07-02 02:45:02-05	0.4
2016-07-02 03:00:12-05	0.41
2016-07-02 03:15:07-05	0.4
2016-07-02 03:30:02-05	0.41
2016-07-02 03:45:12-05	0.41
2016-07-02 04:00:07-05	0.4
2016-07-02 04:15:02-05	0.4
2016-07-02 04:30:12-05	0.41
2016-07-02 04:45:06-05	0.4
2016-07-02 05:00:01-05	0.41
2016-07-02 05:15:11-05	0.41
2016-07-02 05:30:05-05	0.41
2016-07-02 05:45:00-05	0.4
2016-07-02 06:00:10-05	0.41
2016-07-02 06:15:04-05	0.41
2016-07-02 06:30:14-05	0.41
2016-07-02 06:45:09-05	0.41
2016-07-02 07:00:04-05	0.41
2016-07-02 07:15:00-05	0.41
2016-07-02 07:30:10-05	0.42
2016-07-02 07:45:04-05	0.42
2016-07-02 08:00:14-05	0.42
2016-07-02 08:15:09-05	0.42
2016-07-02 08:30:04-05	0.43
2016-07-02 08:45:14-05	0.42
2016-07-02 09:00:08-05	0.42
2016-07-02 09:15:03-05	0.42
2016-07-02 09:30:13-05	0.42
2016-07-02 09:45:09-05	0.42
2016-07-02 10:00:05-05	0.42
2016-07-02 10:15:00-05	0.44
2016-07-02 10:30:10-05	0.44
2016-07-02 10:45:05-05	0.42
2016-07-02 11:00:01-05	0.42
2016-07-02 11:15:11-05	0.41
2016-07-02 11:30:06-05	0.41
2016-07-02 11:45:01-05	0.41
2016-07-02 12:00:11-05	0.41
2016-07-02 12:15:06-05	0.41
2016-07-02 12:30:00-05	0.41
2016-07-02 12:45:10-05	0.41
2016-07-02 13:00:05-05	0.41
2016-07-02 13:15:15-05	0.41
2016-07-02 13:30:09-05	0.41
2016-07-02 13:45:04-05	0.41
2016-07-02 14:00:14-05	0.41
2016-07-02 14:15:09-05	0.41
2016-07-02 14:30:04-05	0.41
2016-07-02 14:45:14-05	0.42
2016-07-02 15:00:09-05	0.42
2016-07-02 15:15:04-05	0.41
2016-07-02 15:30:14-05	0.42
2016-07-02 15:45:09-05	0.42
2016-07-02 16:00:04-05	0.42
2016-07-02 16:15:14-05	0.42
2016-07-02 16:30:08-05	0.41
2016-07-02 16:45:01-05	0.41
2016-07-02 17:00:10-05	0.42
2016-07-02 17:15:06-05	0.42
2016-07-02 17:30:01-05	0.42
2016-07-02 17:45:11-05	0.41
2016-07-02 18:00:05-05	0.42
2016-07-02 18:15:03-05	0.42
2016-07-02 18:30:13-05	0.41
2016-07-02 18:45:10-05	0.41
2016-07-02 19:00:06-05	0.41
2016-07-02 19:15:00-05	0.42
2016-07-02 19:30:11-05	0.41
2016-07-02 19:45:06-05	0.41
2016-07-02 20:00:02-05	0.41
2016-07-02 20:15:12-05	0.41
2016-07-02 20:30:07-05	0.41
2016-07-02 20:45:01-05	0.41
2016-07-02 21:00:12-05	0.42
2016-07-02 21:15:05-05	0.42
2016-07-02 21:30:00-05	0.42
2016-07-02 21:45:10-05	0.41
2016-07-02 22:00:08-05	0.41
2016-07-02 22:15:04-05	0.41
2016-07-02 22:30:14-05	0.41
2016-07-02 22:45:09-05	0.4
2016-07-02 23:00:04-05	0.4
2016-07-02 23:15:00-05	0.4
2016-07-02 23:30:11-05	0.4
2016-07-02 23:45:06-05	0.4
2016-07-03 00:00:01-05	0.4
2016-07-03 00:15:12-05	0.4
2016-07-03 00:30:07-05	0.4
2016-07-03 00:45:01-05	0.4
2016-07-03 01:00:11-05	0.39
2016-07-03 01:15:06-05	0.39
2016-07-03 01:30:01-05	0.4
2016-07-03 01:45:11-05	0.4
2016-07-03 02:00:11-05	0.41
2016-07-03 02:15:07-05	0.41
2016-07-03 02:30:01-05	0.41
2016-07-03 02:45:08-05	0.42
2016-07-03 03:00:04-05	0.42
2016-07-03 03:15:14-05	0.41
2016-07-03 03:30:09-05	0.41
2016-07-03 03:45:04-05	0.41
2016-07-03 04:00:14-05	0.41
2016-07-03 04:15:09-05	0.41
2016-07-03 04:30:06-05	0.41
2016-07-03 04:45:01-05	0.41
2016-07-03 05:00:11-05	0.41
2016-07-03 05:15:06-05	0.41
2016-07-03 05:30:01-05	0.41
2016-07-03 05:45:10-05	0.41
2016-07-03 06:00:05-05	0.42
2016-07-03 06:15:13-05	0.41
2016-07-03 06:30:14-05	0.42
2016-07-03 06:45:08-05	0.41
2016-07-03 07:00:03-05	0.42
2016-07-03 07:15:13-05	0.43
2016-07-03 07:30:08-05	0.43
2016-07-03 07:45:03-05	0.44
2016-07-03 08:00:14-05	0.43
2016-07-03 08:15:09-05	0.44
2016-07-03 08:30:04-05	0.43
2016-07-03 08:45:14-05	0.44
2016-07-03 09:00:09-05	0.43
2016-07-03 09:15:04-05	0.42
2016-07-03 09:30:00-05	0.41
2016-07-03 09:45:11-05	0.41
2016-07-03 10:00:06-05	0.41
2016-07-03 10:15:00-05	0.41
2016-07-03 10:30:11-05	0.42
2016-07-03 10:45:06-05	0.42
2016-07-03 11:00:01-05	0.42
2016-07-03 11:15:12-05	0.39
2016-07-03 11:30:06-05	0.4
2016-07-03 11:45:02-05	0.4
2016-07-03 12:00:12-05	0.4
2016-07-03 12:15:07-05	0.4
2016-07-03 12:30:01-05	0.41
2016-07-03 12:45:11-05	0.4
2016-07-03 13:00:06-05	0.41
2016-07-03 13:15:01-05	0.4
2016-07-03 13:30:11-05	0.4
2016-07-03 13:45:05-05	0.4
2016-07-03 14:00:04-05	0.4
2016-07-03 14:15:15-05	0.41
2016-07-03 14:30:10-05	0.41
2016-07-03 14:45:06-05	0.4
2016-07-03 15:00:01-05	0.38
2016-07-03 15:15:12-05	0.39
2016-07-03 15:30:08-05	0.4
2016-07-03 15:45:05-05	0.39
2016-07-03 16:00:00-05	0.4
2016-07-03 16:15:11-05	0.39
2016-07-03 16:30:06-05	0.39
2016-07-03 16:45:01-05	0.39
2016-07-03 17:00:10-05	0.39
2016-07-03 17:15:05-05	0.39
2016-07-03 17:30:06-05	0.39
2016-07-03 17:45:02-05	0.38
2016-07-03 18:00:12-05	0.38
2016-07-03 18:15:07-05	0.39
2016-07-03 18:30:03-05	0.39
2016-07-03 18:45:14-05	0.38
2016-07-03 19:00:11-05	0.38
2016-07-03 19:15:05-05	0.38
2016-07-03 19:30:00-05	0.39
2016-07-03 19:45:10-05	0.39
2016-07-03 20:00:05-05	0.39
2016-07-03 20:15:14-05	0.38
2016-07-03 20:30:09-05	0.38
2016-07-03 20:45:04-05	0.38
2016-07-03 21:00:14-05	0.38
2016-07-03 21:15:09-05	0.38
2016-07-03 21:30:03-05	0.38
2016-07-03 21:45:13-05	0.38
2016-07-03 22:00:08-05	0.38
2016-07-03 22:15:02-05	0.38
2016-07-03 22:30:12-05	0.37
2016-07-03 22:45:06-05	0.38
2016-07-03 23:00:01-05	0.37
2016-07-03 23:15:11-05	0.36
2016-07-03 23:30:06-05	0.36
2016-07-03 23:45:01-05	0.38
2016-07-04 00:00:11-05	0.36
2016-07-04 00:15:06-05	0.36
2016-07-04 00:30:02-05	0.35
2016-07-04 00:45:12-05	0.35
2016-07-04 01:00:06-05	0.35
2016-07-04 01:15:01-05	0.35
2016-07-04 01:30:11-05	0.35
2016-07-04 01:45:06-05	0.36
2016-07-04 02:00:00-05	0.34
2016-07-04 02:15:10-05	0.35
2016-07-04 02:30:05-05	0.35
2016-07-04 02:45:00-05	0.35
2016-07-04 03:00:10-05	0.36
2016-07-04 03:15:04-05	0.37
2016-07-04 03:30:14-05	0.38
2016-07-04 03:45:09-05	0.38
2016-07-04 04:00:04-05	0.38
2016-07-04 04:15:14-05	0.39
2016-07-04 04:30:12-05	0.4
2016-07-04 04:45:07-05	0.38
2016-07-04 05:00:01-05	0.38
2016-07-04 05:15:11-05	0.39
2016-07-04 05:30:06-05	0.38
2016-07-04 05:45:00-05	0.38
2016-07-04 06:00:10-05	0.39
2016-07-04 06:15:05-05	0.39
2016-07-04 06:30:15-05	0.39
2016-07-04 06:45:09-05	0.38
2016-07-04 07:00:04-05	0.39
2016-07-04 07:15:14-05	0.38
2016-07-04 07:30:09-05	0.38
2016-07-04 07:45:03-05	0.38
2016-07-04 08:00:13-05	0.39
2016-07-04 08:15:08-05	0.38
2016-07-04 08:30:03-05	0.39
2016-07-04 08:45:12-05	0.38
2016-07-04 09:00:07-05	0.39
2016-07-04 09:15:02-05	0.39
2016-07-04 09:30:12-05	0.38
2016-07-04 09:45:06-05	0.39
2016-07-04 10:00:01-05	0.4
2016-07-04 10:15:11-05	0.4
2016-07-04 10:30:06-05	0.39
2016-07-04 10:45:00-05	0.39
2016-07-04 11:00:10-05	0.38
2016-07-04 11:15:09-05	0.38
2016-07-04 11:30:04-05	0.39
2016-07-04 11:45:14-05	0.38
2016-07-04 12:00:09-05	0.39
2016-07-04 12:15:02-05	0.37
2016-07-04 12:30:11-05	0.39
2016-07-04 12:45:06-05	0.38
2016-07-04 13:00:07-05	0.38
2016-07-04 13:15:07-05	0.37
2016-07-04 13:30:11-05	0.38
2016-07-04 13:45:07-05	0.37
2016-07-04 14:00:01-05	0.38
2016-07-04 14:15:05-05	0.38
2016-07-04 14:30:01-05	0.39
2016-07-04 14:45:08-05	0.38
2016-07-04 15:00:02-05	0.39
2016-07-04 15:15:13-05	0.39
2016-07-04 15:30:07-05	0.37
2016-07-04 15:45:15-05	0.39
2016-07-04 16:00:09-05	0.38
2016-07-04 16:15:04-05	0.39
2016-07-04 16:30:13-05	0.39
2016-07-04 16:45:04-05	0.38
2016-07-04 17:00:14-05	0.39
2016-07-04 17:15:00-05	0.39
2016-07-04 17:30:10-05	0.39
2016-07-04 17:45:09-05	0.39
2016-07-04 18:00:05-05	0.38
2016-07-04 18:15:01-05	0.39
2016-07-04 18:30:11-05	0.39
2016-07-04 18:45:07-05	0.38
2016-07-04 19:00:02-05	0.37
2016-07-04 19:15:13-05	0.37
2016-07-04 19:30:00-05	0.38
2016-07-04 19:45:09-05	0.38
2016-07-04 20:00:04-05	0.38
2016-07-04 20:15:15-05	0.4
2016-07-04 20:30:09-05	0.38
2016-07-04 20:45:03-05	0.37
2016-07-04 21:00:13-05	0.38
2016-07-04 21:15:08-05	0.37
2016-07-04 21:30:03-05	0.37
2016-07-04 21:45:14-05	0.35
2016-07-04 22:00:08-05	0.35
2016-07-04 22:15:03-05	0.35
2016-07-04 22:30:03-05	0.34
2016-07-04 22:45:13-05	0.33
2016-07-04 23:00:07-05	0.35
2016-07-04 23:15:02-05	0.35
2016-07-04 23:30:12-05	0.35
2016-07-04 23:45:06-05	0.36
2016-07-05 00:00:01-05	0.35
2016-07-05 00:15:11-05	0.35
2016-07-05 00:30:05-05	0.37
2016-07-05 00:45:00-05	0.38
2016-07-05 01:00:10-05	0.39
2016-07-05 01:15:05-05	0.39
2016-07-05 01:30:14-05	0.39
2016-07-05 01:45:09-05	0.39
2016-07-05 02:00:03-05	0.4
2016-07-05 02:15:14-05	0.41
2016-07-05 02:30:08-05	0.4
2016-07-05 02:45:06-05	0.4
2016-07-05 03:00:01-05	0.4
2016-07-05 03:15:10-05	0.41
2016-07-05 03:30:05-05	0.39
2016-07-05 03:45:14-05	0.4
2016-07-05 04:00:09-05	0.39
2016-07-05 04:15:04-05	0.37
2016-07-05 04:30:13-05	0.37
2016-07-05 04:45:08-05	0.36
2016-07-05 05:00:02-05	0.38
2016-07-05 05:15:14-05	0.37
2016-07-05 05:30:09-05	0.4
2016-07-05 05:45:04-05	0.4
2016-07-05 06:00:13-05	0.38
2016-07-05 06:15:08-05	0.38
2016-07-05 06:30:03-05	0.4
2016-07-05 06:45:13-05	0.4
2016-07-05 07:00:07-05	0.4
2016-07-05 07:15:04-05	0.41
2016-07-05 07:30:14-05	0.41
2016-07-05 07:45:09-05	0.41
2016-07-05 08:00:04-05	0.41
2016-07-05 08:15:15-05	0.42
2016-07-05 08:30:09-05	0.4
2016-07-05 08:45:03-05	0.42
2016-07-05 09:00:13-05	0.41
2016-07-05 09:15:08-05	0.39
2016-07-05 09:30:03-05	0.38
2016-07-05 09:45:14-05	0.39
2016-07-05 10:00:08-05	0.39
2016-07-05 10:15:03-05	0.4
